Name,Phase,Prerequisite,Unique,Set,Slot,Type,Speed,Low,High,Armor,Health,Mana,Strength,Agility,Stamina,Intellect,Spirit,Attack Power,Spell Damage,Spell Healing,Nature Damage,Frost Damage,Fire Damage,Phys Hit,Spell Hit,Phys Crit,Spell Crit,Dagger Skill,Mace Skill,Axe Skill,Two-hand Mace Skill,Two-hand Axe Skill,Staff Skill,Melee Haste,Spell Haste,Mp5,Hp5,Spell Pen,Defense,Dodge,Parry,Block,Block Value,Arcane Resistance,Fire Resistance,Nature Resistance,Frost Resistance,Shadow Resistance
Owl Bracers,,,,,9,,,,,37,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owl's Disk,,,,,14,,,,,461,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Owlbeard Bracers,,,,,9,,,,,15,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of Arcane Wrath,,,,,9,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of Fiery Wrath,,,,,9,,,,,14,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of Frozen Wrath,,,,,9,,,,,14,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of Healing,,,,,9,,,,,14,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of Intellect,,,,,9,,,,,14,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of Shadow Wrath,,,,,9,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of Spirit,,,,,9,,,,,14,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of Stamina,,,,,9,,,,,14,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of the Eagle,,,,,9,,,,,14,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of the Owl,,,,,9,,,,,14,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Bands of the Whale,,,,,9,,,,,14,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Belt,,,,,6,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Britches,,,,,7,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of Arcane Wrath,,,,,16,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of Fiery Wrath,,,,,16,,,,,16,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of Frozen Wrath,,,,,16,,,,,16,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of Healing,,,,,16,,,,,16,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of Intellect,,,,,16,,,,,16,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of Shadow Wrath,,,,,16,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of Spirit,,,,,16,,,,,16,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of Stamina,,,,,16,,,,,16,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of the Eagle,,,,,16,,,,,16,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of the Owl,,,,,16,,,,,16,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Cape of the Whale,,,,,16,,,,,16,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Mitts,,,,,10,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of Arcane Wrath,,,,,23,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of Fiery Wrath,,,,,23,,2,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of Frozen Wrath,,,,,23,,2,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of Healing,,,,,23,,2,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of Intellect,,,,,23,,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of Shadow Wrath,,,,,23,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of Spirit,,,,,23,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of the Eagle,,,,,23,,2,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of the Falcon,,,,,23,,2,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of the Owl,,,,,23,,2,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of the Whale,,,,,23,,2,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Rod of the Wolf,,,,,23,,2,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Shoes,,,,,8,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Vest,,,,,5,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Wraps,,,,,20,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panther Armor,,,,,5,,,,,89,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of Arcane Wrath,,,,,6,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of Defense,,,,,6,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of Healing,,,,,6,,,,,51,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of Intellect,,,,,6,,,,,51,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Bear,,,,,6,,,,,51,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Boar,,,,,6,,,,,51,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Eagle,,,,,6,,,,,51,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Falcon,,,,,6,,,,,51,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Monkey,,,,,6,,,,,51,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Owl,,,,,6,,,,,51,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Tiger,,,,,6,,,,,51,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Whale,,,,,6,,,,,51,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Belt of the Wolf,,,,,6,,,,,51,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of Agility,,,,,9,,,,,38,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of Arcane Wrath,,,,,9,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of Healing,,,,,9,,,,,38,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of Intellect,,,,,9,,,,,38,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of Nature's Wrath,,,,,9,,,,,38,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of Power,,,,,9,,,,,38,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of Spirit,,,,,9,,,,,38,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of Stamina,,,,,9,,,,,38,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of the Eagle,,,,,9,,,,,38,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of the Falcon,,,,,9,,,,,38,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of the Monkey,,,,,9,,,,,38,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of the Owl,,,,,9,,,,,38,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of the Whale,,,,,9,,,,,38,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Bracers of the Wolf,,,,,9,,,,,38,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of Agility,,,,,16,,,,,20,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of Arcane Wrath,,,,,16,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of Defense,,,,,16,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of Healing,,,,,16,,,,,20,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of Intellect,,,,,16,,,,,20,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of Nature's Wrath,,,,,16,,,,,20,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of Spirit,,,,,16,,,,,20,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of Stamina,,,,,16,,,,,20,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of the Eagle,,,,,16,,,,,20,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of the Falcon,,,,,16,,,,,20,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of the Monkey,,,,,16,,,,,20,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of the Owl,,,,,16,,,,,20,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of the Whale,,,,,16,,,,,20,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Cloak of the Wolf,,,,,16,,,,,20,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of Agility,,,,,8,,,,,64,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of Nature's Wrath,,,,,8,,,,,64,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of Power,,,,,8,,,,,64,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of Spirit,,,,,8,,,,,64,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of Stamina,,,,,8,,,,,64,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of the Eagle,,,,,8,,,,,64,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of the Falcon,,,,,8,,,,,64,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of the Gorilla,,,,,8,,,,,64,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of the Monkey,,,,,8,,,,,64,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of the Owl,,,,,8,,,,,64,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of the Whale,,,,,8,,,,,64,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Footpads of the Wolf,,,,,8,,,,,64,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of Arcane Wrath,,,,,10,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of Defense,,,,,10,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of Healing,,,,,10,,,,,58,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of Spirit,,,,,10,,,,,58,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Bear,,,,,10,,,,,58,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Eagle,,,,,10,,,,,58,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Falcon,,,,,10,,,,,58,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Gorilla,,,,,10,,,,,58,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Monkey,,,,,10,,,,,58,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Owl,,,,,10,,,,,58,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Tiger,,,,,10,,,,,58,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Whale,,,,,10,,,,,58,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Gloves of the Wolf,,,,,10,,,,,58,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinder Guard of Arcane Wrath,,,,,14,,,,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of Fiery Wrath,,,,,14,,,,,578,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of Frozen Wrath,,,,,14,,,,,578,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of Healing,,,,,14,,,,,578,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of Intellect,,,,,14,,,,,578,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of Shadow Wrath,,,,,14,,,,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of Spirit,,,,,14,,,,,578,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of the Eagle,,,,,14,,,,,578,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of the Falcon,,,,,14,,,,,578,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of the Owl,,,,,14,,,,,578,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of the Whale,,,,,14,,,,,578,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pathfinder Guard of the Wolf,,,,,14,,,,,578,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Pearl-clasped Cloak,,,,,16,,,,,16,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl-handled Dagger,,,,,13,,1.7,13,26,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrified Shinbone,,,,,21,,2,12,23,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrolspill Leggings,,,,,7,,,,,90,,,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,
Phalanx Cloak of Defense,,,,,16,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of Healing,,,,,16,,,,,21,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of Stamina,,,,,16,,,,,21,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of Strength,,,,,16,,,,,21,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of the Bear,,,,,16,,,,,21,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of the Boar,,,,,16,,,,,21,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of the Eagle,,,,,16,,,,,21,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of the Gorilla,,,,,16,,,,,21,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of the Monkey,,,,,16,,,,,21,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of the Tiger,,,,,16,,,,,21,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalanx Cloak of the Whale,,,,,16,,,,,21,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Bindings,,,,,9,,,,,21,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Gloves,,,,,10,,,,,24,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Pants,,,,,7,,,,,34,,,,,,4,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
Pilferer's Gloves,,,,,10,,,,,56,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of Agility,,,,,7,,,,,54,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of Arcane Wrath,,,,,7,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of Healing,,,,,7,,,,,54,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of Power,,,,,7,,,,,54,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of Spirit,,,,,7,,,,,54,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of the Bear,,,,,7,,,,,54,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of the Eagle,,,,,7,,,,,54,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of the Falcon,,,,,7,,,,,54,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of the Gorilla,,,,,7,,,,,54,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of the Monkey,,,,,7,,,,,54,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of the Owl,,,,,7,,,,,54,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of the Whale,,,,,7,,,,,54,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Trousers of the Wolf,,,,,7,,,,,54,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Agility,,,,,5,,,,,65,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Intellect,,,,,5,,,,,65,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Nature's Wrath,,,,,5,,,,,65,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Power,,,,,5,,,,,65,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Spirit,,,,,5,,,,,65,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Stamina,,,,,5,,,,,65,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Eagle,,,,,5,,,,,65,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Falcon,,,,,5,,,,,65,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Monkey,,,,,5,,,,,65,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Owl,,,,,5,,,,,65,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Whale,,,,,5,,,,,65,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Wolf,,,,,5,,,,,65,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plains Ring,,,1,,11,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointed Axe,,,,,21,,1.9,9,18,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polished Walking Staff,,,,,17,,2.6,33,50,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Ring,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priest's Mace,,,,,21,,2,9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of Agility,,,,,7,,,,,51,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of Arcane Wrath,,,,,7,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of Healing,,,,,7,,,,,51,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of Power,,,,,7,,,,,51,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of Spirit,,,,,7,,,,,51,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of the Bear,,,,,7,,,,,51,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of the Eagle,,,,,7,,,,,51,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of the Falcon,,,,,7,,,,,51,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of the Gorilla,,,,,7,,,,,51,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of the Monkey,,,,,7,,,,,51,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of the Owl,,,,,7,,,,,51,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of the Whale,,,,,7,,,,,51,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Leggings of the Wolf,,,,,7,,,,,51,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Agility,,,,,5,,,,,58,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Intellect,,,,,5,,,,,58,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Nature's Wrath,,,,,5,,,,,58,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Power,,,,,5,,,,,58,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Spirit,,,,,5,,,,,58,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Stamina,,,,,5,,,,,58,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Eagle,,,,,5,,,,,58,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Falcon,,,,,5,,,,,58,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Monkey,,,,,5,,,,,58,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Owl,,,,,5,,,,,58,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Whale,,,,,5,,,,,58,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Wolf,,,,,5,,,,,58,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prison Shank,,,,,13,,1.8,21,39,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Privateer's Cape,,,,,16,,,,,16,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector Axe,,,,,17,,2.4,33,51,,,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector's Boots,,,,,8,,,,,52,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector's Buckler,,,,,14,,,,,428,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
Prospector's Chestpiece,,,,,5,,,,,82,,,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector's Cloak,,,,,16,,,,,15,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector's Cuffs,,,,,9,,,,,32,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector's Mitts,,,,,10,,,,,47,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector's Pads,,,,,3,,,,,64,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector's Sash,,,,,6,,,,,42,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
